year,state,districts,registeredUsers,amount,type
2019,gujarat,banas kantha,909575,1343558301.6357625,TOTAL
2019,gujarat,ahmadabad,15696056,29657904578.49414,TOTAL
2019,gujarat,surat,4988183,9432189653.21497,TOTAL
2019,gujarat,navsari,2986534,6831783124.753632,TOTAL
2019,gujarat,vadodara,2908059,5087285259.821402,TOTAL
2019,gujarat,gandhinagar,2081714,2917516449.8289948,TOTAL
2019,gujarat,bharuch,1324720,2217755667.5707374,TOTAL
2019,gujarat,mahesana,1166283,1805374816.0740204,TOTAL
2019,gujarat,rajkot,1134928,2127782298.9078345,TOTAL
2019,gujarat,banas kantha,1087381,1918665318.491047,TOTAL
2019,gujarat,valsad,1028011,1666399666.233092,TOTAL
2020,gujarat,ahmadabad,17950876,35559467147.63747,TOTAL
2020,gujarat,surat,6801887,13770083573.568459,TOTAL
2020,gujarat,vadodara,3398524,5791008308.342354,TOTAL
2020,gujarat,gandhinagar,2337267,3378567424.980505,TOTAL
2020,gujarat,bharuch,1525995,2487359207.9748526,TOTAL
2020,gujarat,banas kantha,1429235,2718891067.533261,TOTAL
2020,gujarat,valsad,1342508,2197272850.2289653,TOTAL
2020,gujarat,rajkot,1339770,2664972202.0377035,TOTAL
2020,gujarat,kachchh,1305996,2617080218.9794,TOTAL
2020,gujarat,mahesana,1294012,2067093335.3061204,TOTAL
2020,gujarat,ahmadabad,16430916,32731896547.15033,TOTAL
2020,gujarat,surat,5654552,9378177062.809792,TOTAL
2020,gujarat,vadodara,2796615,4621695376.570125,TOTAL
2020,gujarat,gandhinagar,2039285,2913004123.5804567,TOTAL
2020,gujarat,banas kantha,1860625,3107051803.5377526,TOTAL
2020,gujarat,bharuch,1673375,2438983130.59495,TOTAL
2020,gujarat,mahesana,1592579,2300168470.716814,TOTAL
2020,gujarat,valsad,1498222,2040840946.3210487,TOTAL
2020,gujarat,kachchh,1428844,2663558233.321313,TOTAL
2020,gujarat,rajkot,1360781,2344811087.112481,TOTAL
2020,gujarat,ahmadabad,21769867,43364229618.72334,TOTAL
2020,gujarat,surat,7272097,14667802723.39091,TOTAL
2020,gujarat,vadodara,4247473,7377577452.2292185,TOTAL
2020,gujarat,gandhinagar,2828558,4509986129.973013,TOTAL
2020,gujarat,bharuch,2145954,3492190237.8492527,TOTAL
2020,gujarat,banas kantha,2102221,4347810483.865207,TOTAL
2020,gujarat,mahesana,1898909,3469191791.4686623,TOTAL
2020,gujarat,kachchh,1762816,3715321888.0775957,TOTAL
2020,gujarat,valsad,1743270,2801506603.415721,TOTAL
2020,gujarat,rajkot,1490309,2995153084.6346493,TOTAL
2020,gujarat,ahmadabad,25926518,50995692377.18628,TOTAL
2020,gujarat,surat,10950779,22483338828.296673,TOTAL
2020,gujarat,vadodara,6066452,10175864216.096031,TOTAL
2020,gujarat,gandhinagar,3802536,6260558379.008725,TOTAL
2020,gujarat,bharuch,3243841,5265465828.675046,TOTAL
2020,gujarat,banas kantha,2687464,5676878891.729177,TOTAL
2020,gujarat,valsad,2565319,4183435576.3542786,TOTAL
2020,gujarat,mahesana,2473227,4748375062.213287,TOTAL
2020,gujarat,kachchh,2405892,5163742799.021423,TOTAL
2020,gujarat,rajkot,1980653,4184580562.7370853,TOTAL
2021,gujarat,ahmadabad,36857358,68688129153.5751,TOTAL
2021,gujarat,surat,13429789,28261722802.55279,TOTAL
2021,gujarat,vadodara,7191021,11925964623.063154,TOTAL
2021,gujarat,gandhinagar,4275528,7290530767.260056,TOTAL
2021,gujarat,bharuch,3420929,5756013890.9055805,TOTAL
2021,gujarat,banas kantha,2927080,6883945517.865921,TOTAL
2021,gujarat,valsad,2745663,4775335083.735587,TOTAL
2021,gujarat,kachchh,2664604,6036765372.934219,TOTAL
2021,gujarat,mahesana,2587041,5454846785.509393,TOTAL
2021,gujarat,rajkot,2278417,5057583315.413301,TOTAL
2021,gujarat,ahmadabad,44173046,79437951666.15146,TOTAL
2021,gujarat,surat,15230233,30756115155.739147,TOTAL
2021,gujarat,vadodara,7847805,12902554421.6506,TOTAL
2021,gujarat,gandhinagar,4552010,7835004938.194845,TOTAL
2021,gujarat,bharuch,3937665,6464930552.559841,TOTAL
2021,gujarat,banas kantha,3648428,8286069195.93278,TOTAL
2021,gujarat,kachchh,3268191,7040086478.344804,TOTAL
2021,gujarat,valsad,3236626,5434041159.757242,TOTAL
2021,gujarat,mahesana,3118685,6292779692.204142,TOTAL
2021,gujarat,rajkot,2675842,5707346831.237131,TOTAL
2021,gujarat,ahmadabad,58611265,101760598132.07089,TOTAL
2021,gujarat,surat,21214459,40838608900.13972,TOTAL
2021,gujarat,vadodara,10555446,16336422910.897556,TOTAL
2021,gujarat,gandhinagar,6318239,10546315790.961113,TOTAL
2021,gujarat,bharuch,5280607,8322570348.519125,TOTAL
2021,gujarat,banas kantha,4877149,11302732744.859072,TOTAL
2021,gujarat,valsad,4434194,7173200940.388832,TOTAL
2021,gujarat,kachchh,4378602,9001941152.864368,TOTAL
2021,gujarat,mahesana,4085272,8371811502.228019,TOTAL
2021,gujarat,rajkot,3586356,7726777654.637351,TOTAL
2021,gujarat,ahmadabad,70075885,124559345468.31935,TOTAL
2021,gujarat,surat,26358525,51244301661.33562,TOTAL
2021,gujarat,vadodara,12675332,20051547592.844345,TOTAL
2021,gujarat,gandhinagar,7658806,13063535935.91779,TOTAL
2021,gujarat,bharuch,6671068,10647007113.465914,TOTAL
2021,gujarat,banas kantha,6396725,14662295530.137415,TOTAL
2021,gujarat,valsad,5798487,9554286592.777279,TOTAL
2021,gujarat,kachchh,5470337,11281039516.167408,TOTAL
2021,gujarat,mahesana,5022604,10719744656.891113,TOTAL
2021,gujarat,rajkot,4398724,9808446763.924477,TOTAL
2022,gujarat,ahmadabad,79952986,140746136456.2987,TOTAL
2022,gujarat,surat,31199368,60384509134.17688,TOTAL
2022,gujarat,vadodara,14343830,22232541228.698696,TOTAL
2022,gujarat,gandhinagar,8605006,14673670632.364445,TOTAL
2022,gujarat,banas kantha,7973644,18279879154.011223,TOTAL
2022,gujarat,bharuch,7704075,12142511077.777298,TOTAL
2022,gujarat,valsad,6673719,11065186874.369564,TOTAL
2022,gujarat,kachchh,6493295,13234467234.409914,TOTAL
2022,gujarat,mahesana,5772191,12148997855.25247,TOTAL
2022,gujarat,rajkot,5044420,11183107357.249798,TOTAL
2022,gujarat,ahmadabad,96453555,161506106645.9494,TOTAL
2022,gujarat,surat,37371820,68525386888.440254,TOTAL
2022,gujarat,vadodara,16566055,24927078678.274376,TOTAL
2022,gujarat,gandhinagar,10158506,16650584409.353096,TOTAL
2022,gujarat,banas kantha,9732655,20605533611.378273,TOTAL
2022,gujarat,bharuch,8898927,13524403306.877403,TOTAL
2022,gujarat,valsad,8033358,12554813235.049372,TOTAL
2022,gujarat,kachchh,7934471,15334005512.230762,TOTAL
2022,gujarat,mahesana,6831581,13686497405.843655,TOTAL
2022,gujarat,rajkot,6063252,12629937169.82262,TOTAL
2022,gujarat,ahmadabad,117574996,184255244712.72235,TOTAL
2022,gujarat,surat,46500453,78304481289.11215,TOTAL
2022,gujarat,vadodara,23318716,32733106034.5252,TOTAL
2022,gujarat,bharuch,11270803,15949022077.719543,TOTAL
2022,gujarat,banas kantha,11035119,22401495021.82648,TOTAL
2022,gujarat,gandhinagar,10879868,17098915693.488312,TOTAL
2022,gujarat,valsad,9633288,13905599408.86188,TOTAL
2022,gujarat,kachchh,9375781,16533683640.30562,TOTAL
2022,gujarat,rajkot,8053297,15206611341.200827,TOTAL
2022,gujarat,mahesana,6403784,12429803356.66823,TOTAL
2022,gujarat,ahmadabad,133174553,212037117715.34888,TOTAL
2022,gujarat,surat,52037142,85923991746.92255,TOTAL
2022,gujarat,vadodara,20968443,30304178848.49663,TOTAL
2022,gujarat,bharuch,15879527,22486941029.828552,TOTAL
2022,gujarat,banas kantha,12352158,25179922289.863693,TOTAL
2022,gujarat,gandhinagar,12010565,19015449813.738018,TOTAL
2022,gujarat,valsad,11103340,15842261457.57137,TOTAL
2022,gujarat,kachchh,9617702,17113433243.309341,TOTAL
2022,gujarat,rajkot,9260831,17834314868.93695,TOTAL
2022,gujarat,mahesana,7160396,14173625244.242262,TOTAL
2023,gujarat,ahmadabad,88124113,144675922269.0,TOTAL
2023,gujarat,surat,59319420,95572900783.0,TOTAL
2023,gujarat,vadodara,25446746,33703262986.0,TOTAL
2023,gujarat,banas kantha,20363171,39328998688.0,TOTAL
2023,gujarat,gandhinagar,19462874,28898357911.0,TOTAL
2023,gujarat,bharuch,17611455,23420620380.0,TOTAL
2023,gujarat,kachchh,15804575,26116703929.0,TOTAL
2023,gujarat,valsad,15422170,21497483690.0,TOTAL
2023,gujarat,mahesana,11768050,21693083051.0,TOTAL
2023,gujarat,rajkot,10331784,19918564828.0,TOTAL
2023,gujarat,ahmadabad,100889578,156288216607.0,TOTAL
2023,gujarat,surat,68998170,102075692702.0,TOTAL
2023,gujarat,vadodara,28126951,36036104419.0,TOTAL
2023,gujarat,banas kantha,23444277,42180609726.0,TOTAL
2023,gujarat,gandhinagar,22421756,31572312133.0,TOTAL
2023,gujarat,bharuch,20492081,25552850416.0,TOTAL
2023,gujarat,kachchh,18170694,27688475605.0,TOTAL
2023,gujarat,valsad,17817488,23874686294.0,TOTAL
2023,gujarat,mahesana,13635469,23684515815.0,TOTAL
2023,gujarat,rajkot,11886801,21473977466.0,TOTAL
2018,haryana,gurugram,1408070,2317083393.896097,TOTAL
2018,haryana,faridabad,521939,772738359.1903924,TOTAL
2018,haryana,hisar,240517,355732765.75367296,TOTAL
2018,haryana,rewari,199418,280095218.8487885,TOTAL
2018,haryana,panipat,183960,263054774.74491566,TOTAL
2018,haryana,sonipat,178766,279804665.74758285,TOTAL
2018,haryana,karnal,169313,247718779.0667546,TOTAL
2018,haryana,sirsa,164867,164313975.8712107,TOTAL
2018,haryana,bhiwani,125150,190361119.40027064,TOTAL
2018,haryana,rohtak,121728,215207976.23801103,TOTAL
2018,haryana,gurugram,1893511,3604758914.7352195,TOTAL
2018,haryana,faridabad,698865,1211325239.4669201,TOTAL
2018,haryana,hisar,320500,627894549.2713584,TOTAL
2018,haryana,panipat,265754,440169913.37038267,TOTAL
2018,haryana,rewari,263194,453157049.1288283,TOTAL
2018,haryana,sonipat,253130,475518495.4836759,TOTAL
2018,haryana,sirsa,234948,288080253.195745,TOTAL
2018,haryana,karnal,224254,430353501.61753666,TOTAL
2018,haryana,ambala,180500,352994750.8908926,TOTAL
2018,haryana,rohtak,179677,372787270.2835766,TOTAL
2018,haryana,gurugram,2877059,5115393851.988528,TOTAL
2018,haryana,faridabad,1058983,1722572594.332482,TOTAL
2018,haryana,hisar,390428,961080725.8344724,TOTAL
2018,haryana,rewari,350599,643047741.7898456,TOTAL
2018,haryana,panipat,331409,660571357.2553346,TOTAL
2018,haryana,sonipat,315829,689899150.946893,TOTAL
2018,haryana,karnal,282956,594890203.9680781,TOTAL
2018,haryana,rohtak,242013,568546327.48272,TOTAL
2018,haryana,ambala,233248,522223540.2280037,TOTAL
2018,haryana,sirsa,222321,409263123.8749541,TOTAL
2018,haryana,gurugram,4651606,7834266744.800946,TOTAL
2018,haryana,faridabad,2271109,2832603200.576729,TOTAL
2018,haryana,rewari,535609,1038332553.8976262,TOTAL
2018,haryana,hisar,511206,1476103125.5799584,TOTAL
2018,haryana,sonipat,428989,1037340218.1738504,TOTAL
2018,haryana,panipat,427930,960831966.9902785,TOTAL
2018,haryana,palwal,383775,672481291.542182,TOTAL
2018,haryana,karnal,356327,883621789.490683,TOTAL
2018,haryana,jhajjar,319972,741571573.9301258,TOTAL
2018,haryana,ambala,313017,778868451.264339,TOTAL
2019,haryana,gurugram,8723777,10558099866.889874,TOTAL
2019,haryana,faridabad,4020631,4128377201.4363856,TOTAL
2019,haryana,rewari,992599,1395914440.321243,TOTAL
2019,haryana,palwal,719323,1032542809.3600862,TOTAL
2019,haryana,hisar,703750,1656524675.5728457,TOTAL
2019,haryana,sonipat,699422,1419939621.3328834,TOTAL
2019,haryana,panipat,685081,1414874465.0357556,TOTAL
2019,haryana,karnal,589011,1295083691.156188,TOTAL
2019,haryana,rohtak,575222,1345411743.258372,TOTAL
2019,haryana,jhajjar,548076,1042049466.2823191,TOTAL
2019,haryana,gurugram,8386864,11575310786.46454,TOTAL
2019,haryana,faridabad,3523377,4505940224.123979,TOTAL
2019,haryana,rohtak,1096201,2813329870.614499,TOTAL
2019,haryana,panipat,1019615,2473242371.019817,TOTAL
2019,haryana,rewari,889511,1639474281.2498112,TOTAL
2019,haryana,sonipat,888795,2100408323.2797818,TOTAL
2019,haryana,karnal,814251,2062725761.781968,TOTAL
2019,haryana,hisar,761001,2054472611.492754,TOTAL
2019,haryana,palwal,741633,1293085677.97656,TOTAL
2019,haryana,jhajjar,569289,1308026488.612537,TOTAL
2019,haryana,gurugram,11843666,15022524504.76374,TOTAL
2019,haryana,faridabad,4701377,5869168552.228926,TOTAL
2019,haryana,rewari,1206241,2010833861.5122523,TOTAL
2019,haryana,rohtak,1158516,3225248552.778762,TOTAL
2019,haryana,panipat,1155825,2901827842.8905134,TOTAL
2019,haryana,sonipat,1066029,2495689739.736125,TOTAL
2019,haryana,palwal,1061268,1687988450.1171806,TOTAL
2019,haryana,hisar,1055411,2558826214.5634766,TOTAL
2019,haryana,karnal,991286,2467996778.7886715,TOTAL
2019,haryana,jhajjar,755297,1642655006.4215214,TOTAL
2019,haryana,gurugram,14935865,19000424238.11497,TOTAL
2019,haryana,faridabad,5358174,7782346423.807224,TOTAL
2019,haryana,rewari,1538398,2831585559.7951837,TOTAL
2019,haryana,panipat,1437677,3870819294.7898273,TOTAL
2019,haryana,rohtak,1428337,4158625641.7923813,TOTAL
2019,haryana,sonipat,1368457,3347168252.768132,TOTAL
2019,haryana,hisar,1309901,3351369912.8069725,TOTAL
2019,haryana,karnal,1280457,3322975421.6792216,TOTAL
2019,haryana,palwal,1273274,2370503274.3677926,TOTAL
2019,haryana,jhajjar,965474,2147473030.3808532,TOTAL
2020,haryana,gurugram,16484737,21152356889.052498,TOTAL
2020,haryana,faridabad,5840117,8881105700.091959,TOTAL
2020,haryana,sonipat,2016893,5091258326.483329,TOTAL
2020,haryana,rohtak,1803076,5175066327.070365,TOTAL
2020,haryana,panipat,1781967,4661669007.4263115,TOTAL
2020,haryana,rewari,1747564,3142595798.4513865,TOTAL
2020,haryana,palwal,1613263,3109146806.57809,TOTAL
2020,haryana,karnal,1579733,4003478768.7248425,TOTAL
2020,haryana,hisar,1533724,3820470010.45599,TOTAL
2020,haryana,mewat,1241283,3154872672.0695767,TOTAL
2020,haryana,gurugram,11284856,14426170120.903454,TOTAL
2020,haryana,faridabad,5775792,8177450074.37961,TOTAL
2020,haryana,palwal,2090627,3788124543.124005,TOTAL
2020,haryana,sonipat,2067865,5016220638.103822,TOTAL
2020,haryana,rohtak,2050920,5946541938.965281,TOTAL
2020,haryana,rewari,2022132,3582603328.500936,TOTAL
2020,haryana,panipat,2011582,5207544726.945988,TOTAL
2020,haryana,hisar,1644838,4146210408.44509,TOTAL
2020,haryana,karnal,1629574,4045109843.2026005,TOTAL
2020,haryana,mewat,1598705,3658746771.705061,TOTAL
2020,haryana,gurugram,18098421,23437360421.86216,TOTAL
2020,haryana,faridabad,8700173,13490214442.585878,TOTAL
2020,haryana,rewari,3041169,5346067429.247877,TOTAL
2020,haryana,sonipat,2922945,7024743099.006162,TOTAL
2020,haryana,palwal,2672871,4869775358.80177,TOTAL
2020,haryana,panipat,2334545,5809998640.786768,TOTAL
2020,haryana,hisar,2209518,5761605477.767698,TOTAL
2020,haryana,mewat,2107221,5099537212.926384,TOTAL
2020,haryana,karnal,1955755,4578348863.2612,TOTAL
2020,haryana,rohtak,1740356,4643691557.73987,TOTAL
2020,haryana,gurugram,28192581,35629614077.0103,TOTAL
2020,haryana,faridabad,12149079,19603646063.147858,TOTAL
2020,haryana,rewari,4329508,8169865745.127572,TOTAL
2020,haryana,sonipat,3721622,9010603701.96087,TOTAL
2020,haryana,palwal,3692902,7333424919.06859,TOTAL
2020,haryana,hisar,3190398,8738948858.681065,TOTAL
2020,haryana,panipat,3059943,7874714735.936348,TOTAL
2020,haryana,mewat,2948645,7484819524.783331,TOTAL
2020,haryana,karnal,2527301,6152410695.701475,TOTAL
2020,haryana,jhajjar,2429140,5544973431.463554,TOTAL
2021,haryana,gurugram,31719830,39350276708.73313,TOTAL
2021,haryana,faridabad,12970900,21241648453.917847,TOTAL
2021,haryana,rewari,4385531,8303713646.79833,TOTAL
2021,haryana,sonipat,4353956,9992974986.499811,TOTAL
2021,haryana,palwal,3641453,7214450169.004797,TOTAL
2021,haryana,hisar,3294765,8859730937.006823,TOTAL
2021,haryana,panipat,3288095,7866864997.406405,TOTAL
2021,haryana,mewat,3236320,8671355565.335659,TOTAL
2021,haryana,karnal,2822406,6379825746.570849,TOTAL
2021,haryana,rohtak,2708295,6792159646.748035,TOTAL
2021,haryana,gurugram,32311326,39938868048.39105,TOTAL
2021,haryana,faridabad,14467773,23831325859.81366,TOTAL
2021,haryana,sonipat,5818055,12924700817.493427,TOTAL
2021,haryana,rewari,5377720,9762169802.614033,TOTAL
2021,haryana,panipat,4781725,10716524259.182951,TOTAL
2021,haryana,palwal,4765916,9533885152.800251,TOTAL
2021,haryana,hisar,4588374,11866795026.651604,TOTAL
2021,haryana,mewat,4011429,9985192715.597248,TOTAL
2021,haryana,rohtak,3586587,8769888644.596022,TOTAL
2021,haryana,karnal,3501189,7822099240.647442,TOTAL
2021,haryana,gurugram,47680658,55914389975.07391,TOTAL
2021,haryana,faridabad,19367342,30608591108.260963,TOTAL
2021,haryana,rewari,7225396,12146892237.73043,TOTAL
2021,haryana,sonipat,7173052,14357121849.97747,TOTAL
2021,haryana,panipat,6120958,12577188571.756681,TOTAL
2021,haryana,palwal,5875612,10372287086.183144,TOTAL
2021,haryana,hisar,5215891,12437366867.171387,TOTAL
2021,haryana,mewat,5054460,11174788500.58817,TOTAL
2021,haryana,rohtak,4615616,10168683402.047003,TOTAL
2021,haryana,karnal,4403307,8835919266.381252,TOTAL
2021,haryana,gurugram,56754843,69593103272.65858,TOTAL
2021,haryana,faridabad,23169872,38292223252.23201,TOTAL
2021,haryana,sonipat,8588386,18170993284.93904,TOTAL
2021,haryana,rewari,8487387,15492946892.608118,TOTAL
2021,haryana,panipat,7419868,16276012822.879314,TOTAL
2021,haryana,palwal,7384842,13860018394.657875,TOTAL
2021,haryana,mewat,6907605,14906046920.126253,TOTAL
2021,haryana,hisar,6193863,16081687128.153656,TOTAL
2021,haryana,rohtak,5544335,13098837015.96527,TOTAL
2021,haryana,karnal,5416815,11527031601.801613,TOTAL
2022,haryana,gurugram,63282822,77508209556.89508,TOTAL
2022,haryana,faridabad,25918817,42896865210.61576,TOTAL
2022,haryana,sonipat,9614092,19484490398.321857,TOTAL
2022,haryana,rewari,9346086,16678823765.176477,TOTAL
2022,haryana,panipat,9264902,19020193908.564423,TOTAL
2022,haryana,mewat,8788025,17806136968.70603,TOTAL
2022,haryana,palwal,8401353,15280812571.295765,TOTAL
2022,haryana,hisar,7216543,18068574001.484863,TOTAL
2022,haryana,rohtak,6268896,14421297234.32816,TOTAL
2022,haryana,karnal,6097787,12324299904.907103,TOTAL
2022,haryana,gurugram,79880852,92145454120.45724,TOTAL
2022,haryana,faridabad,30409719,48406473821.004944,TOTAL
2022,haryana,sonipat,11943138,22987659569.928093,TOTAL
2022,haryana,rewari,11224593,19046645607.857338,TOTAL
2022,haryana,panipat,10820296,21066063900.647213,TOTAL
2022,haryana,mewat,10609222,20575618595.50345,TOTAL
2022,haryana,palwal,9782307,17323076797.706825,TOTAL
2022,haryana,hisar,8798889,20864338832.46772,TOTAL
2022,haryana,rohtak,7714114,16685032554.576132,TOTAL
2022,haryana,karnal,7462000,14355989091.566263,TOTAL
2022,haryana,gurugram,87103856,99360193857.46599,TOTAL
2022,haryana,faridabad,31002825,46163415393.391945,TOTAL
2022,haryana,sonipat,16738938,29152136081.765583,TOTAL
2022,haryana,hisar,15314209,30005386061.118546,TOTAL
2022,haryana,panipat,13837300,24633921100.885296,TOTAL
2022,haryana,rewari,12015067,19436985212.741524,TOTAL
2022,haryana,palwal,11032395,17956834811.920963,TOTAL
2022,haryana,mewat,10832560,19134475751.357685,TOTAL
2022,haryana,rohtak,9939686,18965127888.071278,TOTAL
2022,haryana,karnal,9139842,16912349321.593098,TOTAL
2022,haryana,gurugram,92493335,107046551341.7809,TOTAL
2022,haryana,faridabad,33161524,49923713557.162994,TOTAL
2022,haryana,sonipat,17683407,32605509131.386883,TOTAL
2022,haryana,hisar,16862076,34368965296.500374,TOTAL
2022,haryana,rohtak,14350357,27248544247.193783,TOTAL
2022,haryana,rewari,13324092,22585777499.591312,TOTAL
2022,haryana,palwal,13114018,21856737361.77354,TOTAL
2022,haryana,panipat,12217738,23682687583.537933,TOTAL
2022,haryana,karnal,12214724,23383107604.307755,TOTAL
2022,haryana,mewat,11181774,20507941017.884888,TOTAL
2023,haryana,gurugram,139674963,149429170153.0,TOTAL
2023,haryana,faridabad,53175744,76414257465.0,TOTAL
2023,haryana,mewat,19821886,34386439914.0,TOTAL
2023,haryana,rewari,19315925,31293744915.0,TOTAL
2023,haryana,palwal,18488944,29954221651.0,TOTAL
2023,haryana,sonipat,14926351,27671143422.0,TOTAL
2023,haryana,hisar,13701000,30219366691.0,TOTAL
2023,haryana,jhajjar,12217709,23051039608.0,TOTAL
2023,haryana,panipat,10810722,20832156394.0,TOTAL
2023,haryana,mahendragarh,9912656,20183169351.0,TOTAL
2023,haryana,gurugram,168827725,167788722810.0,TOTAL
2023,haryana,faridabad,62235387,82469498511.0,TOTAL
2023,haryana,mewat,24567537,39427690839.0,TOTAL
2023,haryana,rewari,23333100,34976781377.0,TOTAL
