state,year,districts,registeredUsers
himachal-pradesh,2022,kullu,156387
himachal-pradesh,2022,una,148148
himachal-pradesh,2022,bilaspur,115654
himachal-pradesh,2022,chamba,114576
himachal-pradesh,2022,solan,479537
himachal-pradesh,2022,kangra,468410
himachal-pradesh,2022,shimla,308448
himachal-pradesh,2022,mandi,284425
himachal-pradesh,2022,sirmaur,179223
himachal-pradesh,2022,hamirpur,167686
himachal-pradesh,2022,kullu,162922
himachal-pradesh,2022,una,154314
himachal-pradesh,2022,bilaspur,120345
himachal-pradesh,2022,chamba,118985
himachal-pradesh,2023,solan,501947
himachal-pradesh,2023,kangra,489369
himachal-pradesh,2023,shimla,322036
himachal-pradesh,2023,mandi,296936
himachal-pradesh,2023,sirmaur,187417
himachal-pradesh,2023,hamirpur,175074
himachal-pradesh,2023,kullu,170048
himachal-pradesh,2023,una,161122
himachal-pradesh,2023,bilaspur,125771
himachal-pradesh,2023,chamba,124457
himachal-pradesh,2023,solan,523060
himachal-pradesh,2023,kangra,510261
himachal-pradesh,2023,shimla,335735
himachal-pradesh,2023,mandi,310048
himachal-pradesh,2023,sirmaur,195687
himachal-pradesh,2023,hamirpur,182553
himachal-pradesh,2023,kullu,177077
himachal-pradesh,2023,una,168253
himachal-pradesh,2023,bilaspur,131239
himachal-pradesh,2023,chamba,130138
jammu-&-kashmir,2018,jammu,45294
jammu-&-kashmir,2018,srinagar,18233
jammu-&-kashmir,2018,baramulla,16299
jammu-&-kashmir,2018,budgam,11594
jammu-&-kashmir,2018,anantnag,11556
jammu-&-kashmir,2018,udhampur,8457
jammu-&-kashmir,2018,pulwama,8441
jammu-&-kashmir,2018,kathua,8039
jammu-&-kashmir,2018,kupwara,7254
jammu-&-kashmir,2018,samba,6534
jammu-&-kashmir,2018,jammu,64681
jammu-&-kashmir,2018,srinagar,27035
jammu-&-kashmir,2018,baramulla,25870
jammu-&-kashmir,2018,budgam,17809
jammu-&-kashmir,2018,anantnag,16373
jammu-&-kashmir,2018,pulwama,12218
jammu-&-kashmir,2018,udhampur,12195
jammu-&-kashmir,2018,kathua,11778
jammu-&-kashmir,2018,kupwara,11482
jammu-&-kashmir,2018,samba,9601
jammu-&-kashmir,2018,jammu,86877
jammu-&-kashmir,2018,srinagar,35583
jammu-&-kashmir,2018,baramulla,31069
jammu-&-kashmir,2018,budgam,22301
jammu-&-kashmir,2018,anantnag,20234
jammu-&-kashmir,2018,udhampur,16058
jammu-&-kashmir,2018,kathua,15849
jammu-&-kashmir,2018,kupwara,15754
jammu-&-kashmir,2018,pulwama,15427
jammu-&-kashmir,2018,samba,13304
jammu-&-kashmir,2018,jammu,113005
jammu-&-kashmir,2018,srinagar,44328
jammu-&-kashmir,2018,baramulla,37661
jammu-&-kashmir,2018,budgam,27710
jammu-&-kashmir,2018,anantnag,24448
jammu-&-kashmir,2018,udhampur,21123
jammu-&-kashmir,2018,kathua,21030
jammu-&-kashmir,2018,kupwara,20492
jammu-&-kashmir,2018,pulwama,18846
jammu-&-kashmir,2018,samba,17595
jammu-&-kashmir,2019,jammu,134408
jammu-&-kashmir,2019,srinagar,52762
jammu-&-kashmir,2019,baramulla,45150
jammu-&-kashmir,2019,budgam,34255
jammu-&-kashmir,2019,anantnag,30103
jammu-&-kashmir,2019,kathua,25620
jammu-&-kashmir,2019,kupwara,25544
jammu-&-kashmir,2019,udhampur,25515
jammu-&-kashmir,2019,pulwama,23230
jammu-&-kashmir,2019,samba,21495
jammu-&-kashmir,2019,jammu,160241
jammu-&-kashmir,2019,srinagar,62190
jammu-&-kashmir,2019,baramulla,53196
jammu-&-kashmir,2019,budgam,39965
jammu-&-kashmir,2019,anantnag,35488
jammu-&-kashmir,2019,kupwara,30791
jammu-&-kashmir,2019,kathua,30602
jammu-&-kashmir,2019,udhampur,29856
jammu-&-kashmir,2019,pulwama,27167
jammu-&-kashmir,2019,samba,25990
jammu-&-kashmir,2019,jammu,169849
jammu-&-kashmir,2019,srinagar,64758
jammu-&-kashmir,2019,baramulla,54404
jammu-&-kashmir,2019,budgam,41004
jammu-&-kashmir,2019,anantnag,36371
jammu-&-kashmir,2019,kupwara,32431
jammu-&-kashmir,2019,kathua,32213
jammu-&-kashmir,2019,udhampur,31297
jammu-&-kashmir,2019,pulwama,27963
jammu-&-kashmir,2019,samba,27579
jammu-&-kashmir,2019,jammu,174858
jammu-&-kashmir,2019,srinagar,65611
jammu-&-kashmir,2019,baramulla,55042
jammu-&-kashmir,2019,budgam,41377
jammu-&-kashmir,2019,anantnag,36725
jammu-&-kashmir,2019,kathua,33481
jammu-&-kashmir,2019,kupwara,33279
jammu-&-kashmir,2019,udhampur,32252
jammu-&-kashmir,2019,pulwama,28336
jammu-&-kashmir,2019,samba,28333
jammu-&-kashmir,2020,jammu,191031
jammu-&-kashmir,2020,srinagar,70755
jammu-&-kashmir,2020,baramulla,59123
jammu-&-kashmir,2020,budgam,44636
jammu-&-kashmir,2020,anantnag,39513
jammu-&-kashmir,2020,kathua,37300
jammu-&-kashmir,2020,kupwara,36690
jammu-&-kashmir,2020,udhampur,35408
jammu-&-kashmir,2020,samba,31570
jammu-&-kashmir,2020,pulwama,30796
jammu-&-kashmir,2020,jammu,220805
jammu-&-kashmir,2020,srinagar,78458
jammu-&-kashmir,2020,baramulla,66095
jammu-&-kashmir,2020,budgam,49962
jammu-&-kashmir,2020,kathua,44719
jammu-&-kashmir,2020,anantnag,44423
jammu-&-kashmir,2020,kupwara,41855
jammu-&-kashmir,2020,udhampur,41813
jammu-&-kashmir,2020,samba,37600
jammu-&-kashmir,2020,pulwama,34565
jammu-&-kashmir,2020,jammu,248814
jammu-&-kashmir,2020,srinagar,87182
jammu-&-kashmir,2020,baramulla,73162
jammu-&-kashmir,2020,budgam,55153
jammu-&-kashmir,2020,kathua,50914
jammu-&-kashmir,2020,anantnag,49443
jammu-&-kashmir,2020,udhampur,47399
jammu-&-kashmir,2020,kupwara,47288
jammu-&-kashmir,2020,samba,42915
jammu-&-kashmir,2020,pulwama,38434
jammu-&-kashmir,2020,jammu,282463
jammu-&-kashmir,2020,srinagar,98923
jammu-&-kashmir,2020,baramulla,83119
jammu-&-kashmir,2020,budgam,62364
jammu-&-kashmir,2020,kathua,57651
jammu-&-kashmir,2020,anantnag,56211
jammu-&-kashmir,2020,kupwara,54447
jammu-&-kashmir,2020,udhampur,53803
jammu-&-kashmir,2020,samba,48775
jammu-&-kashmir,2020,rajouri,43240
jammu-&-kashmir,2021,jammu,307670
jammu-&-kashmir,2021,srinagar,107147
jammu-&-kashmir,2021,baramulla,90607
jammu-&-kashmir,2021,budgam,67920
jammu-&-kashmir,2021,kathua,62777
jammu-&-kashmir,2021,anantnag,61151
jammu-&-kashmir,2021,kupwara,59485
jammu-&-kashmir,2021,udhampur,58664
jammu-&-kashmir,2021,samba,53123
jammu-&-kashmir,2021,rajouri,47092
jammu-&-kashmir,2021,jammu,329625
jammu-&-kashmir,2021,srinagar,114498
jammu-&-kashmir,2021,baramulla,97258
jammu-&-kashmir,2021,budgam,72750
jammu-&-kashmir,2021,kathua,67569
jammu-&-kashmir,2021,anantnag,65592
jammu-&-kashmir,2021,kupwara,63957
jammu-&-kashmir,2021,udhampur,63296
jammu-&-kashmir,2021,samba,57066
jammu-&-kashmir,2021,rajouri,50772
jammu-&-kashmir,2021,jammu,354280
jammu-&-kashmir,2021,srinagar,122752
jammu-&-kashmir,2021,baramulla,104763
jammu-&-kashmir,2021,budgam,78298
jammu-&-kashmir,2021,kathua,73280
jammu-&-kashmir,2021,anantnag,70633
jammu-&-kashmir,2021,kupwara,69102
jammu-&-kashmir,2021,udhampur,68452
jammu-&-kashmir,2021,samba,61677
jammu-&-kashmir,2021,rajouri,55013
jammu-&-kashmir,2021,jammu,378618
jammu-&-kashmir,2021,srinagar,130968
jammu-&-kashmir,2021,baramulla,112175
jammu-&-kashmir,2021,budgam,83726
jammu-&-kashmir,2021,kathua,78693
jammu-&-kashmir,2021,anantnag,75622
jammu-&-kashmir,2021,kupwara,74136
jammu-&-kashmir,2021,udhampur,73525
jammu-&-kashmir,2021,samba,66057
jammu-&-kashmir,2021,rajouri,59304
jammu-&-kashmir,2022,jammu,401675
jammu-&-kashmir,2022,srinagar,138727
jammu-&-kashmir,2022,baramulla,119475
jammu-&-kashmir,2022,budgam,88994
jammu-&-kashmir,2022,kathua,83944
jammu-&-kashmir,2022,anantnag,80434
jammu-&-kashmir,2022,kupwara,78894
jammu-&-kashmir,2022,udhampur,78353
jammu-&-kashmir,2022,samba,70288
jammu-&-kashmir,2022,rajouri,63232
jammu-&-kashmir,2022,jammu,423398
jammu-&-kashmir,2022,srinagar,146169
jammu-&-kashmir,2022,baramulla,126067
jammu-&-kashmir,2022,budgam,93893
jammu-&-kashmir,2022,kathua,88764
jammu-&-kashmir,2022,anantnag,84898
jammu-&-kashmir,2022,kupwara,83470
jammu-&-kashmir,2022,udhampur,82705
jammu-&-kashmir,2022,samba,74186
jammu-&-kashmir,2022,rajouri,66893
jammu-&-kashmir,2022,jammu,445345
jammu-&-kashmir,2022,srinagar,153729
jammu-&-kashmir,2022,baramulla,132526
jammu-&-kashmir,2022,budgam,98698
jammu-&-kashmir,2022,kathua,93084
jammu-&-kashmir,2022,anantnag,89184
jammu-&-kashmir,2022,kupwara,87867
jammu-&-kashmir,2022,udhampur,86915
jammu-&-kashmir,2022,samba,78092
jammu-&-kashmir,2022,rajouri,70231
jammu-&-kashmir,2022,jammu,465635
jammu-&-kashmir,2022,srinagar,160924
jammu-&-kashmir,2022,baramulla,138215
jammu-&-kashmir,2022,budgam,103056
jammu-&-kashmir,2022,kathua,96688
jammu-&-kashmir,2022,anantnag,93107
jammu-&-kashmir,2022,kupwara,91691
jammu-&-kashmir,2022,udhampur,90677
jammu-&-kashmir,2022,samba,81447
jammu-&-kashmir,2022,rajouri,72921
jammu-&-kashmir,2023,jammu,485903
jammu-&-kashmir,2023,srinagar,167765
jammu-&-kashmir,2023,baramulla,144514
jammu-&-kashmir,2023,budgam,107555
jammu-&-kashmir,2023,kathua,100962
jammu-&-kashmir,2023,anantnag,97227
jammu-&-kashmir,2023,kupwara,95832
jammu-&-kashmir,2023,udhampur,94792
jammu-&-kashmir,2023,samba,85114
jammu-&-kashmir,2023,rajouri,76256
jammu-&-kashmir,2023,jammu,504935
jammu-&-kashmir,2023,srinagar,174167
jammu-&-kashmir,2023,baramulla,150753
jammu-&-kashmir,2023,budgam,112096
jammu-&-kashmir,2023,kathua,105650
jammu-&-kashmir,2023,anantnag,101512
jammu-&-kashmir,2023,kupwara,100220
jammu-&-kashmir,2023,udhampur,98918
jammu-&-kashmir,2023,samba,88654
jammu-&-kashmir,2023,rajouri,79836
jharkhand,2018,ranchi,159444
jharkhand,2018,dhanbad,130195
jharkhand,2018,east singhbhum,103016
jharkhand,2018,bokaro,101673
jharkhand,2018,hazaribagh,56421
jharkhand,2018,giridih,45940
jharkhand,2018,ramgarh,37875
jharkhand,2018,deoghar,35229
jharkhand,2018,palamu,31788
jharkhand,2018,saraikela kharsawan,31177
jharkhand,2018,ranchi,216019
jharkhand,2018,dhanbad,181348
jharkhand,2018,east singhbhum,142493
jharkhand,2018,bokaro,139675
jharkhand,2018,hazaribagh,78856
jharkhand,2018,giridih,63248
jharkhand,2018,ramgarh,51846
jharkhand,2018,deoghar,50575
jharkhand,2018,palamu,45659
jharkhand,2018,saraikela kharsawan,43186
jharkhand,2018,ranchi,265341
jharkhand,2018,dhanbad,219103
jharkhand,2018,east singhbhum,176668
jharkhand,2018,bokaro,167183
jharkhand,2018,hazaribagh,99502
jharkhand,2018,giridih,80440
jharkhand,2018,deoghar,63814
jharkhand,2018,ramgarh,63704
jharkhand,2018,palamu,59382
jharkhand,2018,saraikela kharsawan,54706
jharkhand,2018,ranchi,326599
jharkhand,2018,dhanbad,268439
jharkhand,2018,east singhbhum,217406
jharkhand,2018,bokaro,202242
jharkhand,2018,hazaribagh,126167
jharkhand,2018,giridih,103118
jharkhand,2018,deoghar,80669
jharkhand,2018,ramgarh,78772
jharkhand,2018,palamu,77478
jharkhand,2018,saraikela kharsawan,68611
jharkhand,2019,ranchi,386608
jharkhand,2019,dhanbad,313255
jharkhand,2019,east singhbhum,256344
jharkhand,2019,bokaro,235969
jharkhand,2019,hazaribagh,151904
jharkhand,2019,giridih,123889
jharkhand,2019,deoghar,97449
jharkhand,2019,palamu,94917
jharkhand,2019,ramgarh,93606
jharkhand,2019,saraikela kharsawan,81052
jharkhand,2019,ranchi,441616
jharkhand,2019,dhanbad,350861
jharkhand,2019,east singhbhum,293761
jharkhand,2019,bokaro,263361
jharkhand,2019,hazaribagh,174278
jharkhand,2019,giridih,140800
jharkhand,2019,deoghar,115129
jharkhand,2019,palamu,109508
jharkhand,2019,ramgarh,106681
jharkhand,2019,saraikela kharsawan,91579
jharkhand,2019,ranchi,495155
jharkhand,2019,dhanbad,388528
jharkhand,2019,east singhbhum,329319
jharkhand,2019,bokaro,290252
jharkhand,2019,hazaribagh,196452
jharkhand,2019,giridih,155689
jharkhand,2019,deoghar,132603
jharkhand,2019,palamu,123609
jharkhand,2019,ramgarh,119804
jharkhand,2019,saraikela kharsawan,101247
jharkhand,2019,ranchi,548293
jharkhand,2019,dhanbad,436201
jharkhand,2019,east singhbhum,364379
jharkhand,2019,bokaro,322689
jharkhand,2019,hazaribagh,222038
jharkhand,2019,giridih,175648
jharkhand,2019,deoghar,155132
jharkhand,2019,palamu,141817
jharkhand,2019,ramgarh,134423
jharkhand,2019,saraikela kharsawan,112827
jharkhand,2020,ranchi,602664
jharkhand,2020,dhanbad,479075
jharkhand,2020,east singhbhum,398663
jharkhand,2020,bokaro,352220
jharkhand,2020,hazaribagh,248710
jharkhand,2020,giridih,195939
jharkhand,2020,deoghar,179746
jharkhand,2020,palamu,161215
jharkhand,2020,ramgarh,149467
jharkhand,2020,saraikela kharsawan,124479
jharkhand,2020,ranchi,658759
jharkhand,2020,dhanbad,519732
jharkhand,2020,east singhbhum,434360
jharkhand,2020,bokaro,380895
jharkhand,2020,hazaribagh,276976
jharkhand,2020,giridih,220721
jharkhand,2020,deoghar,210740
jharkhand,2020,palamu,183579
jharkhand,2020,ramgarh,165378
jharkhand,2020,saraikela kharsawan,136923
jharkhand,2020,ranchi,722352
jharkhand,2020,dhanbad,564484
jharkhand,2020,east singhbhum,476881
jharkhand,2020,bokaro,412560
jharkhand,2020,hazaribagh,306623
jharkhand,2020,giridih,242810
jharkhand,2020,deoghar,238221
jharkhand,2020,palamu,204809
jharkhand,2020,ramgarh,182149
jharkhand,2020,saraikela kharsawan,150480
jharkhand,2020,ranchi,791146
jharkhand,2020,dhanbad,614521
jharkhand,2020,east singhbhum,520692
jharkhand,2020,bokaro,446968
jharkhand,2020,hazaribagh,337622
jharkhand,2020,giridih,266388
jharkhand,2020,deoghar,261144
jharkhand,2020,palamu,227735
jharkhand,2020,ramgarh,199908
jharkhand,2020,saraikela kharsawan,165120
jharkhand,2021,ranchi,853943
jharkhand,2021,dhanbad,661077
jharkhand,2021,east singhbhum,560083
jharkhand,2021,bokaro,480036
jharkhand,2021,hazaribagh,366460
jharkhand,2021,giridih,288800
jharkhand,2021,deoghar,281799
jharkhand,2021,palamu,247954
jharkhand,2021,ramgarh,216188
jharkhand,2021,saraikela kharsawan,177952
jharkhand,2021,ranchi,913972
jharkhand,2021,dhanbad,707255
jharkhand,2021,east singhbhum,598988
jharkhand,2021,bokaro,513303
jharkhand,2021,hazaribagh,393223
jharkhand,2021,giridih,311161
jharkhand,2021,deoghar,302724
jharkhand,2021,palamu,267081
jharkhand,2021,ramgarh,231819
jharkhand,2021,saraikela kharsawan,190784
jharkhand,2021,ranchi,982147
jharkhand,2021,dhanbad,759888
jharkhand,2021,east singhbhum,642805
jharkhand,2021,bokaro,551517
jharkhand,2021,hazaribagh,424328
jharkhand,2021,giridih,337529
jharkhand,2021,deoghar,327586
jharkhand,2021,palamu,289617
jharkhand,2021,ramgarh,250016
jharkhand,2021,saraikela kharsawan,205625
jharkhand,2021,ranchi,1050479
jharkhand,2021,dhanbad,812467
jharkhand,2021,east singhbhum,686766
jharkhand,2021,bokaro,589361
jharkhand,2021,hazaribagh,455411
jharkhand,2021,giridih,362829
jharkhand,2021,deoghar,351728
jharkhand,2021,palamu,311702
jharkhand,2021,ramgarh,267710
jharkhand,2021,saraikela kharsawan,220378
jharkhand,2022,ranchi,1115386
jharkhand,2022,dhanbad,862955
jharkhand,2022,east singhbhum,728043
jharkhand,2022,bokaro,626182
jharkhand,2022,hazaribagh,485388
jharkhand,2022,giridih,387949
jharkhand,2022,deoghar,375345
jharkhand,2022,palamu,333409
jharkhand,2022,ramgarh,284993
jharkhand,2022,saraikela kharsawan,234284
jharkhand,2022,ranchi,1176707
jharkhand,2022,dhanbad,910885
jharkhand,2022,east singhbhum,767451
jharkhand,2022,bokaro,661123
jharkhand,2022,hazaribagh,513316
jharkhand,2022,giridih,411014
jharkhand,2022,deoghar,397542
jharkhand,2022,palamu,353653
jharkhand,2022,ramgarh,301481
jharkhand,2022,saraikela kharsawan,247346
jharkhand,2022,ranchi,1240013
jharkhand,2022,dhanbad,961257
jharkhand,2022,east singhbhum,808077
jharkhand,2022,bokaro,697249
jharkhand,2022,hazaribagh,542145
jharkhand,2022,giridih,434250
jharkhand,2022,deoghar,420404
jharkhand,2022,palamu,374369
jharkhand,2022,ramgarh,318524
jharkhand,2022,saraikela kharsawan,260605
jharkhand,2022,ranchi,1301412
jharkhand,2022,dhanbad,1009397
jharkhand,2022,east singhbhum,847360
jharkhand,2022,bokaro,731714
jharkhand,2022,hazaribagh,569551
jharkhand,2022,giridih,454873
jharkhand,2022,deoghar,441349
jharkhand,2022,palamu,393187
jharkhand,2022,ramgarh,334310
jharkhand,2022,saraikela kharsawan,272780
jharkhand,2023,ranchi,1361772
jharkhand,2023,dhanbad,1056568
jharkhand,2023,east singhbhum,886341
jharkhand,2023,bokaro,766067
jharkhand,2023,hazaribagh,596924
jharkhand,2023,giridih,477295
jharkhand,2023,deoghar,463198
jharkhand,2023,palamu,412757
jharkhand,2023,ramgarh,350515
jharkhand,2023,saraikela kharsawan,285388
jharkhand,2023,ranchi,1415752
jharkhand,2023,dhanbad,1099543
jharkhand,2023,east singhbhum,921184
jharkhand,2023,bokaro,797723
jharkhand,2023,hazaribagh,622872
jharkhand,2023,giridih,499487
jharkhand,2023,deoghar,483926
jharkhand,2023,palamu,431928
jharkhand,2023,ramgarh,365384
jharkhand,2023,saraikela kharsawan,297520
karnataka,2018,bengaluru urban,1922368
karnataka,2018,mysuru,150799
karnataka,2018,belagavi,140320
karnataka,2018,dharwad,106877
karnataka,2018,ballari,103566
karnataka,2018,bengaluru rural,87955
karnataka,2018,dakshina kannada,87491
karnataka,2018,tumakuru,82955
karnataka,2018,kalaburagi,81933
karnataka,2018,vijayapura,68814
karnataka,2018,bengaluru urban,2553312
karnataka,2018,mysuru,205044
karnataka,2018,belagavi,194698
karnataka,2018,dharwad,144884
karnataka,2018,ballari,140995
karnataka,2018,bengaluru rural,121048
karnataka,2018,dakshina kannada,118271
karnataka,2018,tumakuru,116855
karnataka,2018,kalaburagi,113205
karnataka,2018,vijayapura,95448
karnataka,2018,bengaluru urban,3167597
karnataka,2018,mysuru,262075
karnataka,2018,belagavi,252307
karnataka,2018,dharwad,181324
karnataka,2018,ballari,177311
karnataka,2018,bengaluru rural,156268
karnataka,2018,tumakuru,154217
karnataka,2018,dakshina kannada,153231
karnataka,2018,kalaburagi,145495
karnataka,2018,vijayapura,124561
karnataka,2018,bengaluru urban,4126734
karnataka,2018,mysuru,341636
karnataka,2018,belagavi,328102
karnataka,2018,dharwad,230679
karnataka,2018,ballari,226336
karnataka,2018,bengaluru rural,209778
karnataka,2018,tumakuru,203805
karnataka,2018,dakshina kannada,202453
karnataka,2018,kalaburagi,186668
karnataka,2018,vijayapura,160346
karnataka,2019,bengaluru urban,5003207
karnataka,2019,mysuru,432208
karnataka,2019,belagavi,412265
karnataka,2019,dharwad,287568
karnataka,2019,ballari,281648
karnataka,2019,bengaluru rural,267147
karnataka,2019,tumakuru,258398
