year,state,distirct,App_open,No_of_App_open
2020,madhya-pradesh,betul district,6751236,241045
2020,madhya-pradesh,sidhi district,3240245,114892
2020,madhya-pradesh,datia district,1971313,89996
2020,madhya-pradesh,dewas district,9541669,303624
2020,madhya-pradesh,sheopur district,1465485,61321
2020,madhya-pradesh,neemuch district,3607288,150072
2020,madhya-pradesh,raisen district,6621543,230222
2020,madhya-pradesh,mandsaur district,5525088,233832
2020,madhya-pradesh,barwani district,2704695,111594
2020,madhya-pradesh,katni district,3754041,164877
2020,madhya-pradesh,dindori district,1482035,53140
2020,madhya-pradesh,shivpuri district,4190392,178433
2020,madhya-pradesh,gwalior district,13858039,603096
2020,madhya-pradesh,anuppur district,2743203,94947
2020,madhya-pradesh,agar malwa district,2067746,75042
2020,madhya-pradesh,ashoknagar district,2218641,90944
2020,madhya-pradesh,sagar district,8520052,368745
2020,madhya-pradesh,niwari district,943976,40044
2020,madhya-pradesh,rewa district,8609066,343897
2020,madhya-pradesh,shajapur district,4836627,158634
2020,madhya-pradesh,ujjain district,11102536,436068
2020,madhya-pradesh,bhind district,4603385,204515
2020,madhya-pradesh,tikamgarh district,2355794,99435
2020,madhya-pradesh,seoni district,4472061,169843
2020,madhya-pradesh,harda district,2045684,84771
2020,madhya-pradesh,burhanpur district,2236883,94468
2020,madhya-pradesh,damoh district,2720247,126047
2020,madhya-pradesh,bhopal district,34412697,1162000
2020,madhya-pradesh,jhabua district,1855019,78359
2020,madhya-pradesh,dhar district,9730750,346394
2020,madhya-pradesh,guna district,5194184,215479
2020,madhya-pradesh,east nimar district,4383655,163928
2020,madhya-pradesh,chhindwara district,8957880,336306
2020,madhya-pradesh,umaria district,1797853,64323
2020,madhya-pradesh,mandla district,2401861,102626
2020,madhya-pradesh,indore district,37661995,1524036
2020,madhya-pradesh,shahdol district,4001386,139177
2020,madhya-pradesh,ratlam district,6567251,260470
2020,madhya-pradesh,panna district,2181466,83059
2020,madhya-pradesh,chhatarpur district,4379380,211442
2020,madhya-pradesh,morena district,6386001,267467
2020,madhya-pradesh,alirajpur district,847945,41088
2020,madhya-pradesh,sehore district,11926496,300164
2020,madhya-pradesh,rajgarh district,8283878,248183
2020,madhya-pradesh,khargone district,7925970,259561
2020,madhya-pradesh,satna district,8895084,340632
2020,madhya-pradesh,narsinghpur district,5497813,198797
2020,madhya-pradesh,jabalpur district,14264772,604034
2020,madhya-pradesh,hoshangabad district,7025247,257815
2020,madhya-pradesh,vidisha district,6972300,254046
2020,madhya-pradesh,balaghat district,7971567,257330
2020,madhya-pradesh,singrauli district,7900407,205335
2020,madhya-pradesh,betul district,8089210,264821
2020,madhya-pradesh,sidhi district,3863820,127036
2020,madhya-pradesh,datia district,2291208,98245
2020,madhya-pradesh,dewas district,11586451,331443
2020,madhya-pradesh,sheopur district,1682681,67867
2020,madhya-pradesh,neemuch district,4142475,164544
2020,madhya-pradesh,raisen district,8029455,252088
2020,madhya-pradesh,mandsaur district,6397496,257488
2020,madhya-pradesh,barwani district,3455685,125456
2020,madhya-pradesh,katni district,4600435,181408
2020,madhya-pradesh,dindori district,1753585,59962
2020,madhya-pradesh,shivpuri district,5169044,200121
2020,madhya-pradesh,gwalior district,17627043,652985
2020,madhya-pradesh,anuppur district,3325790,104310
2020,madhya-pradesh,agar malwa district,2435806,83325
2020,madhya-pradesh,ashoknagar district,2536318,100497
2020,madhya-pradesh,sagar district,10203743,402006
2020,madhya-pradesh,niwari district,1058416,44148
2020,madhya-pradesh,rewa district,10724980,374099
2020,madhya-pradesh,shajapur district,5651313,173999
2020,madhya-pradesh,ujjain district,13546406,475637
2020,madhya-pradesh,bhind district,5313250,223913
2020,madhya-pradesh,tikamgarh district,2768553,110958
2020,madhya-pradesh,seoni district,5428128,187112
2020,madhya-pradesh,harda district,2573686,92862
2020,madhya-pradesh,burhanpur district,2787448,105578
2020,madhya-pradesh,damoh district,3194459,139246
2020,madhya-pradesh,bhopal district,46817428,1249343
2020,madhya-pradesh,jhabua district,2119717,88307
2020,madhya-pradesh,dhar district,12266979,382523
2020,madhya-pradesh,guna district,6298119,235371
2020,madhya-pradesh,east nimar district,5304286,181040
2020,madhya-pradesh,chhindwara district,11110963,370027
2020,madhya-pradesh,umaria district,2183916,71049
2020,madhya-pradesh,mandla district,2902555,113986
2020,madhya-pradesh,indore district,52259995,1645564
2020,madhya-pradesh,shahdol district,4992250,153490
2020,madhya-pradesh,ratlam district,7739584,286103
2020,madhya-pradesh,panna district,2441428,91870
2020,madhya-pradesh,chhatarpur district,4999862,233668
2021,madhya-pradesh,morena district,7286647,289939
2021,madhya-pradesh,alirajpur district,957474,44762
2021,madhya-pradesh,sehore district,13261091,323704
2021,madhya-pradesh,rajgarh district,10221796,270842
2021,madhya-pradesh,khargone district,9020662,281236
2021,madhya-pradesh,satna district,10016376,368299
2021,madhya-pradesh,narsinghpur district,6119619,214249
2021,madhya-pradesh,jabalpur district,17013715,650087
2021,madhya-pradesh,hoshangabad district,7999438,277931
2021,madhya-pradesh,vidisha district,8148091,274866
2021,madhya-pradesh,balaghat district,8823124,278215
2021,madhya-pradesh,singrauli district,8797507,221433
2021,madhya-pradesh,betul district,8986356,285621
2021,madhya-pradesh,sidhi district,4335454,137421
2021,madhya-pradesh,datia district,2671664,106332
2021,madhya-pradesh,dewas district,13374910,358124
2021,madhya-pradesh,sheopur district,1910721,73775
2021,madhya-pradesh,neemuch district,4924752,178235
2021,madhya-pradesh,raisen district,9391937,272622
2021,madhya-pradesh,mandsaur district,7749487,279783
2021,madhya-pradesh,barwani district,4178618,136583
2021,madhya-pradesh,katni district,5374853,195985
2021,madhya-pradesh,dindori district,1911876,65047
2021,madhya-pradesh,shivpuri district,6639272,219381
2021,madhya-pradesh,gwalior district,21185809,703232
2021,madhya-pradesh,anuppur district,3789922,112519
2021,madhya-pradesh,agar malwa district,3101167,91340
2021,madhya-pradesh,ashoknagar district,3072156,109372
2021,madhya-pradesh,sagar district,11962030,432938
2021,madhya-pradesh,niwari district,1193738,47790
2021,madhya-pradesh,rewa district,11566676,403013
2021,madhya-pradesh,shajapur district,6634450,188759
2021,madhya-pradesh,ujjain district,16282572,513868
2021,madhya-pradesh,bhind district,5815370,242318
2021,madhya-pradesh,tikamgarh district,3198089,120720
2021,madhya-pradesh,seoni district,6250770,202103
2021,madhya-pradesh,harda district,2843519,100149
2021,madhya-pradesh,burhanpur district,3206426,114766
2021,madhya-pradesh,damoh district,3641799,150665
2021,madhya-pradesh,bhopal district,58411069,1340741
2021,madhya-pradesh,jhabua district,2562361,96483
2021,madhya-pradesh,dhar district,14747039,415117
2021,madhya-pradesh,guna district,7638668,255002
2021,madhya-pradesh,east nimar district,6130447,196341
2021,madhya-pradesh,chhindwara district,12492218,399276
2021,madhya-pradesh,umaria district,2468522,76879
2021,madhya-pradesh,mandla district,3279877,123283
2021,madhya-pradesh,indore district,68567452,1769869
2021,madhya-pradesh,shahdol district,5794627,165899
2021,madhya-pradesh,ratlam district,9084625,309912
2021,madhya-pradesh,panna district,2725252,99260
2021,madhya-pradesh,chhatarpur district,5738186,253341
2021,madhya-pradesh,morena district,11658992,312340
2021,madhya-pradesh,alirajpur district,4214096,48799
2021,madhya-pradesh,sehore district,20406703,347748
2021,madhya-pradesh,rajgarh district,21068586,292808
2021,madhya-pradesh,khargone district,17984042,303115
2021,madhya-pradesh,satna district,18158846,395440
2021,madhya-pradesh,narsinghpur district,10827026,229785
2021,madhya-pradesh,jabalpur district,16368504,695130
2021,madhya-pradesh,hoshangabad district,12814860,298276
2021,madhya-pradesh,vidisha district,17978994,295656
2021,madhya-pradesh,balaghat district,16744453,299166
2021,madhya-pradesh,singrauli district,16474895,238061
2021,madhya-pradesh,betul district,19842980,306387
2021,madhya-pradesh,sidhi district,10902853,148292
2021,madhya-pradesh,datia district,6086229,114602
2021,madhya-pradesh,dewas district,19205815,384805
2021,madhya-pradesh,sheopur district,5448428,79747
2021,madhya-pradesh,neemuch district,7410653,192351
2021,madhya-pradesh,raisen district,18405753,293092
2021,madhya-pradesh,mandsaur district,12487874,301823
2021,madhya-pradesh,barwani district,11023324,147396
2021,madhya-pradesh,katni district,9347591,210578
2021,madhya-pradesh,dindori district,8065639,70483
2021,madhya-pradesh,shivpuri district,18049301,237514
2021,madhya-pradesh,gwalior district,17980510,753172
2021,madhya-pradesh,anuppur district,8163286,121081
2021,madhya-pradesh,agar malwa district,6682101,98973
2021,madhya-pradesh,ashoknagar district,9260965,118179
2021,madhya-pradesh,sagar district,21608570,464791
2021,madhya-pradesh,niwari district,2512818,51713
2021,madhya-pradesh,rewa district,20075053,432682
2021,madhya-pradesh,shajapur district,10781751,203365
2021,madhya-pradesh,ujjain district,18716097,552204
2021,madhya-pradesh,bhind district,11741937,260861
2021,madhya-pradesh,tikamgarh district,7731408,130462
2021,madhya-pradesh,seoni district,17586692,217756
2021,madhya-pradesh,harda district,6297529,107671
2021,madhya-pradesh,burhanpur district,5832545,123507
2021,madhya-pradesh,damoh district,9075927,162046
2021,madhya-pradesh,bhopal district,34861095,1431127
2021,madhya-pradesh,jhabua district,7481265,104613
2021,madhya-pradesh,dhar district,22841002,447074
2021,madhya-pradesh,guna district,15526087,274820
2021,madhya-pradesh,east nimar district,12412565,211938
2021,madhya-pradesh,chhindwara district,25550376,428800
2021,madhya-pradesh,umaria district,7042757,82950
2021,madhya-pradesh,mandla district,10150247,132963
2021,madhya-pradesh,indore district,39059484,1892259
2021,madhya-pradesh,shahdol district,12388319,178327
2021,madhya-pradesh,ratlam district,13571487,333877
2021,madhya-pradesh,panna district,8654462,107148
2021,madhya-pradesh,chhatarpur district,13178877,273182
2021,madhya-pradesh,morena district,13227729,338470
2021,madhya-pradesh,alirajpur district,4728456,53291
2021,madhya-pradesh,sehore district,25285016,375721
2021,madhya-pradesh,rajgarh district,27523308,318695
2021,madhya-pradesh,khargone district,23542083,328193
2021,madhya-pradesh,satna district,21267586,426929
2021,madhya-pradesh,narsinghpur district,12673244,248007
2021,madhya-pradesh,jabalpur district,21368026,745631
2021,madhya-pradesh,hoshangabad district,15390024,321576
2021,madhya-pradesh,vidisha district,21166904,319665
2021,madhya-pradesh,balaghat district,20217874,323407
2021,madhya-pradesh,singrauli district,21934340,257742
2021,madhya-pradesh,betul district,24205783,330804
2021,madhya-pradesh,sidhi district,12859544,160978
2021,madhya-pradesh,datia district,6899755,124227
2021,madhya-pradesh,dewas district,24454430,415540
2021,madhya-pradesh,sheopur district,6639347,86932
2021,madhya-pradesh,neemuch district,10636268,208822
2021,madhya-pradesh,raisen district,22130746,316696
2021,madhya-pradesh,mandsaur district,17663316,328016
2021,madhya-pradesh,barwani district,14536467,159845
2021,madhya-pradesh,katni district,11485240,227610
2021,madhya-pradesh,dindori district,9873401,76885
2021,madhya-pradesh,shivpuri district,22177059,259032
2021,madhya-pradesh,gwalior district,23812811,809887
2021,madhya-pradesh,anuppur district,10163761,131119
2021,madhya-pradesh,agar malwa district,9117151,108028
2021,madhya-pradesh,ashoknagar district,11583148,128579
2021,madhya-pradesh,sagar district,25492375,501819
2021,madhya-pradesh,niwari district,3258171,56220
2021,madhya-pradesh,rewa district,21869871,466895
2021,madhya-pradesh,shajapur district,13451565,220532
2021,madhya-pradesh,ujjain district,26081272,596195
2021,madhya-pradesh,bhind district,11482625,282910
2021,madhya-pradesh,tikamgarh district,9778556,142145
2021,madhya-pradesh,seoni district,22063729,236282
2021,madhya-pradesh,harda district,6514335,116184
2021,madhya-pradesh,burhanpur district,7850131,133678
2021,madhya-pradesh,damoh district,11666579,175611
2021,madhya-pradesh,bhopal district,50710878,1531544
2021,madhya-pradesh,jhabua district,10253704,114139
2021,madhya-pradesh,dhar district,30119220,483901
2021,madhya-pradesh,guna district,19937174,298761
2021,madhya-pradesh,east nimar district,16129967,230302
2021,madhya-pradesh,chhindwara district,32394030,462834
2021,madhya-pradesh,umaria district,9062967,90077
2021,madhya-pradesh,mandla district,12183232,144612
2021,madhya-pradesh,indore district,62027203,2028266
2021,madhya-pradesh,shahdol district,15912652,192588
2021,madhya-pradesh,ratlam district,18609747,361407
2021,madhya-pradesh,panna district,10267836,116511
2021,madhya-pradesh,chhatarpur district,15892288,296493
2021,madhya-pradesh,morena district,15841324,364107
2021,madhya-pradesh,alirajpur district,2467290,57786
2021,madhya-pradesh,sehore district,26357503,403250
2021,madhya-pradesh,rajgarh district,24636632,343493
2021,madhya-pradesh,khargone district,20582042,352873
2021,madhya-pradesh,satna district,20025485,457858
2021,madhya-pradesh,narsinghpur district,12022235,265787
2021,madhya-pradesh,jabalpur district,30708323,796148
2021,madhya-pradesh,hoshangabad district,16846971,344648
2021,madhya-pradesh,vidisha district,16357994,344177
2021,madhya-pradesh,balaghat district,18761708,347200
2021,madhya-pradesh,singrauli district,16021893,276792
2021,madhya-pradesh,betul district,17915195,354334
2021,madhya-pradesh,sidhi district,9085443,173205
2021,madhya-pradesh,datia district,5903288,133518
2021,madhya-pradesh,dewas district,27784624,445758
2021,madhya-pradesh,sheopur district,4425363,93888
2021,madhya-pradesh,neemuch district,11233575,224442
2021,madhya-pradesh,raisen district,19857437,340113
2021,madhya-pradesh,mandsaur district,17894151,352936
2021,madhya-pradesh,barwani district,10424021,172064
2021,madhya-pradesh,katni district,11313356,244085
2021,madhya-pradesh,dindori district,4058308,83183
2021,madhya-pradesh,shivpuri district,15194316,279745
2021,madhya-pradesh,gwalior district,37156850,866561
2021,madhya-pradesh,anuppur district,7245537,140817
2021,madhya-pradesh,agar malwa district,7478552,116711
2021,madhya-pradesh,ashoknagar district,7568285,138555
2021,madhya-pradesh,sagar district,23166608,538447
2021,madhya-pradesh,niwari district,2702448,60568
2021,madhya-pradesh,rewa district,22443034,500513
2021,madhya-pradesh,shajapur district,14506010,236918
2021,madhya-pradesh,ujjain district,33583390,639197
2021,madhya-pradesh,bhind district,12277081,304654
2021,madhya-pradesh,tikamgarh district,7302744,153468
2021,madhya-pradesh,seoni district,13780511,254057
2021,madhya-pradesh,harda district,6342732,124528
2021,madhya-pradesh,burhanpur district,7214848,143490
2021,madhya-pradesh,damoh district,7734176,188719
2021,madhya-pradesh,bhopal district,93931993,1633266
2021,madhya-pradesh,jhabua district,6502753,123245
2021,madhya-pradesh,dhar district,32607060,519970
2021,madhya-pradesh,guna district,16280589,321685
2021,madhya-pradesh,east nimar district,13878939,247780
2021,madhya-pradesh,chhindwara district,25711745,495990
2021,madhya-pradesh,umaria district,4944557,96803
2021,madhya-pradesh,mandla district,7086912,155589
2021,madhya-pradesh,indore district,120836112,2164101
2021,madhya-pradesh,shahdol district,11162981,206601
2021,madhya-pradesh,ratlam district,18837420,387771
2021,madhya-pradesh,panna district,6055168,125727
